,0,1,2,3,4
1,0.6713180307062142,0.6419641754631484,-0.7563917547978547,0.2886512634459933,-1
2,0.5732571807685931,-0.166703461591711,-0.3787838973011394,0.57390181583422,-1
3,0.5142100974262453,0.7433984291685221,-0.8901587438344067,-0.09912072524255067,-1
4,0.06315614881480376,-0.3026750534150055,-0.15067525362396883,0.3747238058866854,-1
5,0.6457174999459147,0.7545491623853589,-0.8857992116656257,-0.020577029742582575,-1
6,0.5336232323013798,0.25621615958270816,-0.4817687983285588,0.6571483128290461,-1
7,0.3174249471763698,-0.47890154052243794,0.1846296336183686,0.4450366894896206,-1
8,0.4776626354844992,0.46171145045594525,-0.6094815516832878,0.4431544777544396,-1
9,0.2371474518457624,0.7175347150763152,-0.7402976716135008,0.42081526137283254,-1
10,0.19230686022110222,0.6876522467979062,-0.7352747323755573,0.4078816479809415,-1
11,0.5911270723809938,-0.1718148379588919,-0.3382557563486764,0.7114687616501633,-1
12,0.28960329994447226,0.604178905656565,-0.5313037672044284,-0.011175063876992408,-1
13,-0.21174884076469855,0.8421984156978376,-0.3251943911947789,0.020577029742582575,-1
14,0.506623686620658,0.6837756831695024,-0.8023046933896224,0.4504450930649136,-1
15,0.6901542522121025,-0.22292111791713282,-0.24391410170805783,0.8231630249961356,-1
16,0.401034117214374,0.2600852394975435,-0.512552609472936,0.6611455122434691,-1
17,0.13156509385659393,0.24382312991352573,-0.17031037973592955,0.6639661020031461,-1
18,0.22449862622503966,-0.3344209663719331,0.17422189674112054,0.17108122607454285,-1
19,0.7717586482919762,0.8559834160907326,-0.9196071251642364,-0.19130363621484492,-1
20,0.8502765578463826,0.6212193214516908,-0.7702629935167037,0.46596470171035764,-1
24,0.6551500335330898,0.7706541139844414,-0.9477373080319642,-0.12710839539176366,-1
25,0.11745235056140899,-0.3807227022192952,0.17370495616774728,0.032343126290042434,-1
26,0.18055225032271108,-0.24924882225057715,-0.06401016649794294,0.43892268383389255,-1
27,-0.03944500933878502,0.6586902752884036,-0.3582613565382213,-0.12568991698264176,-1
